Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
526,Mahindra Scorpio Vlx,Mahindra,20130101,690000,75000,Diesel
527,Maruti Suzuki Ertiga,Maruti,20120101,480000,51000,Diesel
528,Mitsubishi Lancer 1.8,Mitsubishi,20060101,85000,50000,Petrol
529,Maruti Suzuki Maruti,Maruti,20010101,40000,75000,Petrol
530,Maruti Suzuki Alto,Maruti,20150101,90000,55800,Petrol
531,Hyundai Grand i10,Hyundai,20150101,340000,53000,Petrol
532,Hyundai Eon D,Hyundai,20180101,260000,25000,Petrol
533,Ford Fiesta SXi,Ford,20090101,250000,56400,Petrol
534,Maruti Suzuki Ritz,Maruti,20100101,180000,72160,Diesel
535,Hyundai Verna Fluidic,Hyundai,20120101,350000,10000,Diesel
536,Maruti Suzuki Wagon,Maruti,20060101,90001,48000,Petrol
537,Maruti Suzuki Estilo,Maruti,20070101,115000,36000,Petrol
538,Audi A6 2.0,Audi,20120101,1599000,11500,Diesel
539,Maruti Suzuki Wagon,Maruti,20030101,130000,133000,Petrol
540,Maruti Suzuki Wagon,Maruti,20090101,159000,27000,Petrol
541,Maruti Suzuki Wagon,Maruti,20090101,160000,35000,Petrol
542,Maruti Suzuki Alto,Maruti,20100101,110000,55000,Petrol
543,Maruti Suzuki Baleno,Maruti,20160101,425000,40000,Petrol
544,Hyundai Verna 1.6,Hyundai,20190101,900000,2000,Petrol
545,Maruti Suzuki Swift,Maruti,20090101,150000,45000,Petrol
546,Hyundai Getz Prime,Hyundai,20090101,110000,20000,Petrol
547,Hyundai Santro,Hyundai,20000101,51999,88000,Petrol
548,Hyundai Getz Prime,Hyundai,20090101,115000,20000,Petrol
549,Chevrolet Beat PS,Chevrolet,20120101,215000,65422,Diesel
550,Ford EcoSport Trend,Ford,20170101,580000,10000,Petrol
551,Maruti Suzuki Dzire,Maruti,20130101,380000,35000,Petrol
552,Hyundai Fluidic Verna,Hyundai,20130101,350000,117000,Diesel
553,Tata Indica V2,Tata,20050101,35000,150000,Diesel
554,BMW X1 xDrive20d,BMW,20110101,1150000,72000,Diesel
555,Hyundai i20 Asta,Hyundai,20100101,300000,10750,Petrol
556,Honda City 1.5,Honda,20090101,269000,55000,Petrol
557,Tata Nano,Tata,20130101,60000,6800,Petrol
558,Chevrolet Cruze LTZ,Chevrolet,20140101,400000,41000,Diesel
559,Hyundai Verna Fluidic,Hyundai,20150101,430000,73000,Diesel
561,Maruti Suzuki Swift,Maruti,20110101,140000,65000,Diesel
562,Mahindra XUV500 W6,Mahindra,20140101,8500003,45000,Diesel
563,Mahindra XUV500 W10,Mahindra,20180101,1299000,40000,Diesel
564,Maruti Suzuki Alto,Maruti,20140101,199000,37000,Petrol
565,Hyundai Accent GLE,Hyundai,20060101,90000,55000,Petrol
566,Force Motors One,Force,20130101,550000,140000,Diesel
568,Maruti Suzuki Alto,Maruti,20190101,265000,9800,Petrol
569,Chevrolet Spark 1.0,Chevrolet,20110101,100000,27000,Petrol
570,Hyundai i10,Hyundai,20090101,215000,27000,Petrol
571,Toyota Etios Liva,Toyota,20120101,380000,20000,Diesel
572,Renault Duster 85PS,Renault,20130101,401919,57923,Diesel
573,Chevrolet Enjoy,Chevrolet,20140101,490000,30201,Diesel
574,Maruti Suzuki Alto,Maruti,20170101,280000,6200,Petrol
575,BMW 5 Series,BMW,20090101,650000,37518,Petrol
576,Toyota Etios Liva,Toyota,20140101,160000,24652,Petrol
577,Mahindra Jeep MM,Mahindra,20040101,424000,383,Diesel
578,Chevrolet Beat LS,Chevrolet,20160101,225000,95000,Diesel
579,Chevrolet Cruze LTZ,Chevrolet,20110101,350000,35000,Diesel
580,Jeep Wrangler Unlimited,Jeep,20150101,950000,3528,Diesel
581,Maruti Suzuki Ertiga,Maruti,20130101,485000,52500,Diesel
582,Hyundai Verna VGT,Hyundai,20100101,205000,47900,Diesel
583,Maruti Suzuki Omni,Maruti,20120101,160000,14000,Petrol
584,Maruti Suzuki Celerio,Maruti,20180101,310000,37000,Petrol
585,Tata Zest Quadrajet,Tata,20170101,180000,90000,Diesel
586,Mahindra XUV500 W6,Mahindra,20130101,549900,52800,Diesel
587,Tata Indigo CS,Tata,20160101,150000,104000,Diesel
588,Hyundai i10 Era,Hyundai,20110101,175000,30000,Petrol
589,Tata Indigo eCS,Tata,20140101,95000,195000,Diesel
590,Tata Indigo LX,Tata,20160101,230000,104000,Diesel
591,Tata Indigo eCS,Tata,20160101,230000,104000,Diesel
592,Tata Indigo Marina,Tata,20040101,180000,70000,Diesel
594,Hyundai Xcent SX,Hyundai,20150101,400000,43000,Diesel
595,Hyundai Eon Magna,Hyundai,20130101,185000,23000,Petrol
596,Renault Duster 85,Renault,20150101,385000,51000,Diesel
597,Maruti Suzuki Alto,Maruti,20090101,90000,62000,Petrol
598,Tata Nano LX,Tata,20100101,32000,48008,Petrol
600,Renault Duster 110,Renault,20130101,435000,39000,Diesel
601,Maruti Suzuki Wagon,Maruti,20100101,225000,40000,Petrol
602,Maruti Suzuki Swift,Maruti,20060101,189700,48247,Petrol
603,Maruti Suzuki Ertiga,Maruti,20120101,389700,39000,Diesel
604,Maruti Suzuki Swift,Maruti,20140101,365000,23000,Petrol
605,Maruti Suzuki Alto,Maruti,20170101,360000,9400,Petrol
606,Hyundai i20 Magna,Hyundai,20100101,210000,50000,Petrol
607,Hyundai i10 Magna,Hyundai,20090101,170000,75000,Petrol
609,Tata Zest XE,Tata,20170101,380000,70000,Diesel
610,Mahindra Xylo E8,Mahindra,20090101,295000,64000,Diesel
611,Toyota Corolla Altis,Toyota,20100101,185000,55000,Petrol
612,Tata Manza Aqua,Tata,20140101,160000,200000,Diesel
615,Renault Kwid 1.0,Renault,20180101,290000,2137,Petrol
617,Tata Venture EX,Tata,20130101,100000,30000,Diesel
618,Maruti Suzuki Swift,Maruti,20140101,315000,44000,Petrol
620,Skoda Octavia Classic,Skoda,20060101,114990,65000,Diesel
621,Maruti Suzuki Omni,Maruti,20120101,120000,160000,LPG
622,Chevrolet Beat Diesel,Chevrolet,20110101,125000,56000,Diesel
623,Tata Sumo Gold,Tata,20120101,210000,75000,Diesel
625,Hyundai Verna 1.6,Hyundai,20180101,855000,42000,Diesel
627,Mahindra Scorpio 2.6,Mahindra,20070101,260000,56000,Diesel
628,Maruti Suzuki Zen,Maruti,20020101,95000,10544,Petrol
629,Maruti Suzuki Swift,Maruti,20110101,255000,64000,Petrol
630,Mahindra Scorpio SLX,Mahindra,20080101,300000,70000,Diesel
631,Hyundai Grand i10,Hyundai,20140101,340000,25000,Petrol
632,Hyundai Elite i20,Hyundai,20170101,550000,15000,Petrol
633,Ford Ikon 1.6,Ford,20030101,60000,50000,Petrol
636,Toyota Innova 2.5,Toyota,20110101,750000,147000,Diesel
637,Nissan Sunny XL,Nissan,20110101,230000,52000,Petrol
638,Chevrolet Beat LT,Chevrolet,20120101,130000,90001,Diesel
639,Maruti Suzuki Alto,Maruti,20170101,270000,21000,Petrol
640,Maruti Suzuki Swift,Maruti,20120101,280000,48006,Diesel
642,Maruti Suzuki Swift,Maruti,20120101,280000,48006,Diesel
644,Toyota Innova 2.0,Toyota,20120101,600000,80000,Diesel
646,Maruti Suzuki Swift,Maruti,20100101,190000,74000,Diesel
647,Hyundai Elite i20,Hyundai,20150101,500000,22000,Petrol
648,Mahindra XUV500 W10,Mahindra,20160101,1065000,41000,Diesel
649,Volkswagen Polo Trendline,Volkswagen,20150101,350000,25000,Diesel
650,Toyota Etios Liva,Toyota,20120101,350000,85000,Diesel
651,Mahindra TUV300 T4,Mahindra,20160101,540000,29500,Diesel
652,Hyundai Elite i20,Hyundai,20150101,470000,30000,Petrol
653,Hyundai Santro Xing,Hyundai,20140101,179000,57000,Petrol
654,Maruti Suzuki Zen,Maruti,20030101,48000,60000,Petrol
655,Maruti Suzuki Ciaz,Maruti,20160101,650000,50000,Petrol
656,Hyundai Eon Era,Hyundai,20130101,190000,39700,Petrol
657,Hyundai Elantra 1.8,Hyundai,20120101,500000,65000,Petrol
658,Maruti Suzuki Swift,Maruti,20100101,270000,67000,Diesel
659,Maruti Suzuki Zen,Maruti,20080101,125000,46000,Petrol
660,Hyundai Eon Era,Hyundai,20120101,188000,38000,Petrol
661,Hyundai Grand i10,Hyundai,20160101,380000,27000,Petrol
662,Hyundai Verna Fluidic,Hyundai,20110101,365000,43000,Diesel
663,Ford EcoSport Trend,Ford,20140101,465000,47000,Petrol
664,Hyundai i20 Magna,Hyundai,20110101,240000,42000,Petrol
665,Chevrolet Beat Diesel,Chevrolet,20160101,179999,19336,Diesel
666,Tata Indica eV2,Tata,20150101,140000,60105,Diesel
667,Jaguar XF 2.2,Jaguar,20130101,2190000,29000,Diesel
668,Audi Q5 2.0,Audi,20140101,2390000,34000,Diesel
669,BMW 3 Series,BMW,20110101,1075000,35000,Diesel
670,Maruti Suzuki Swift,Maruti,20150101,475000,22000,Petrol
671,BMW X1 sDrive20d,BMW,20120101,1025000,41000,Diesel
672,Maruti Suzuki S,Maruti,20160101,615000,21000,Diesel
673,Maruti Suzuki Ertiga,Maruti,20130101,475000,48000,Diesel
674,Maruti Suzuki Alto,Maruti,20160101,270000,38000,Petrol
675,Honda City SV,Honda,20140101,475000,34000,Diesel
676,Volkswagen Vento Comfortline,Volkswagen,20110101,240000,45933,Petrol
677,Honda City 1.5,Honda,20050101,120000,68000,Petrol
678,Audi A4 2.0,Audi,20160101,1900000,44000,Diesel
679,Mahindra KUV100,Mahindra,20170101,360000,35000,Diesel
680,Tata Zest XE,Tata,20180101,450000,102563,Diesel
681,Mahindra XUV500 W8,Mahindra,20150101,900000,28600,Diesel
682,Maruti Suzuki Swift,Maruti,20170101,650000,41800,Diesel
683,Tata Sumo Gold,Tata,20140101,275000,116000,Diesel
684,Maruti Suzuki Swift,Maruti,20090101,210000,59000,Petrol
685,Mahindra Scorpio 2.6,Mahindra,20040101,175000,58000,Diesel
686,Maruti Suzuki Omni,Maruti,20090101,85000,45000,Petrol
687,Mitsubishi Pajero Sport,Mitsubishi,20150101,1490000,42590,Diesel
688,Renault Duster,Renault,20140101,800000,7400,Diesel
689,Volkswagen Jetta Comfortline,Volkswagen,20090101,450000,54500,Diesel
690,Maruti Suzuki Ertiga,Maruti,20120101,1000000,200000,Diesel
691,Audi A4 2.0,Audi,20130101,1510000,27000,Diesel
692,Volvo S80 Summum,Volvo,20150101,1850000,42000,Diesel
693,Toyota Corolla Altis,Toyota,20140101,790000,29000,Petrol
694,Mitsubishi Pajero Sport,Mitsubishi,20150101,1725000,37000,Diesel
695,Chevrolet Beat LT,Chevrolet,20120101,135000,36000,Petrol
696,BMW X1,BMW,20110101,1000000,34000,Diesel
697,Datsun Redi GO,Datsun,20180101,299999,7000,Petrol
698,Mercedes Benz C,Mercedes,20090101,1225000,76000,Diesel
699,Mahindra Scorpio SLX,Mahindra,20040101,175000,60000,Diesel
700,Volkswagen Vento Comfortline,Volkswagen,20110101,200000,95000,Diesel
701,Tata Indigo CS,Tata,20170101,270000,50000,Diesel
702,Ford Figo Petrol,Ford,20190101,525000,0,Petrol
703,Honda City ZX,Honda,20060101,180000,50000,Petrol
704,Maruti Suzuki Wagon,Maruti,20080101,140000,68000,Petrol
705,Ford EcoSport Trend,Ford,20140101,400000,16000,Petrol
706,Maruti Suzuki Swift,Maruti,20160101,499000,51000,Diesel
707,Maruti Suzuki Omni,Maruti,20090101,85000,56000,Petrol
708,Maruti Suzuki Zen,Maruti,20040101,70000,100000,Petrol
709,Renault Duster RxL,Renault,20150101,550000,36000,Petrol
710,Maruti Suzuki Swift,Maruti,20140101,370000,11523,Petrol
711,Maruti Suzuki Baleno,Maruti,20180101,690000,1000,Petrol
712,Honda WR V,Honda,20090101,250000,60000,Petrol
713,Tata Indigo CS,Tata,20160101,110000,85000,Diesel
714,Renault Duster 110,Renault,20130101,490000,38600,Diesel
715,Mahindra Scorpio LX,Mahindra,20090101,320000,95500,Diesel
716,Maruti Suzuki Zen,Maruti,20040101,68000,56000,Petrol
717,Maruti Suzuki Wagon,Maruti,20140101,130000,37458,Petrol
718,Maruti Suzuki SX4,Maruti,20160101,970000,85960,Diesel
719,Audi A3 Cabriolet,Audi,20150101,3100000,12516,Petrol
720,Hyundai Eon D,Hyundai,20180101,280000,35000,Petrol
721,Maruti Suzuki Zen,Maruti,20090101,125000,0,Petrol
722,Mahindra Scorpio SLX,Mahindra,20080101,285000,80000,Diesel
724,Hyundai Santro AE,Hyundai,20110101,165000,45000,Petrol
726,Maruti Suzuki Swift,Maruti,20090101,250000,51000,Diesel
729,Mahindra Xylo D2,Mahindra,20110101,390000,48000,Diesel
730,Hyundai Santro,Hyundai,20030101,60000,51000,Petrol
731,Chevrolet Beat LT,Chevrolet,20150101,215000,90000,Diesel
732,Maruti Suzuki Swift,Maruti,20150101,475000,43000,Diesel
733,Mahindra XUV500 W8,Mahindra,20150101,899000,53000,Diesel
734,Toyota Fortuner 3.0,Toyota,20130101,1499000,97000,Diesel
735,Maruti Suzuki Alto,Maruti,20130101,240000,20000,Petrol
736,Hyundai Getz GLE,Hyundai,20070101,99000,55000,Petrol
737,Maruti Suzuki Swift,Maruti,20140101,260000,120000,Diesel
738,Hyundai Creta 1.6,Hyundai,20190101,1200000,0,Petrol
739,Hyundai Santro Xing,Hyundai,20070101,115000,46000,Petrol
740,Hyundai Santro Xing,Hyundai,20090101,88000,43200,Petrol
741,Mahindra Xylo D2,Mahindra,20110101,390000,56000,Diesel
742,Hyundai Santro Xing,Hyundai,20070101,135000,42000,Petrol
743,Tata Indica V2,Tata,20090101,90000,30600,Diesel
744,Hyundai i10 Sportz,Hyundai,20110101,220000,38000,Petrol
745,Hyundai Grand i10,Hyundai,20170101,424999,2550,Petrol
746,Hyundai Santro Xing,Hyundai,20070101,135000,47000,Petrol
747,Honda City 1.5,Honda,20050101,95000,41000,Petrol
748,Nissan Micra XL,Nissan,20170101,430000,62500,Diesel
749,Honda City 1.5,Honda,20050101,115000,68000,Petrol
750,Maruti Suzuki Alto,Maruti,20150101,215000,50000,Petrol
751,Maruti Suzuki Wagon,Maruti,20040101,53000,69000,Petrol
752,Maruti Suzuki Ertiga,Maruti,20120101,500000,48000,Diesel
753,Tata Indica eV2,Tata,20120101,85000,55000,Diesel
754,Maruti Suzuki Omni,Maruti,20130101,165000,25000,Petrol
755,Hyundai Eon Era,Hyundai,20140101,200000,28400,Petrol
756,Hyundai Eon,Hyundai,20140101,200000,28000,Petrol
757,Maruti Suzuki Swift,Maruti,20150101,425000,42000,Diesel
759,Hyundai Verna 1.6,Hyundai,20120101,600000,29000,Diesel
760,Chevrolet Tavera LS,Chevrolet,20050101,130000,68485,Diesel
761,Tata Tiago Revotron,Tata,20180101,430000,3500,Petrol
762,Tata Tiago Revotorq,Tata,20190101,568500,0,Petrol
765,Maruti Suzuki Zen,Maruti,20060101,71000,32000,Petrol
766,Mahindra KUV100 K8,Mahindra,20180101,560000,8000,Diesel
767,Ford EcoSport Titanium,Ford,20140101,590000,34000,Diesel
768,Hindustan Motors Ambassador,Hindustan,19950101,750000,37000,Petrol
769,Ford Fusion 1.4,Ford,20070101,125000,85455,Diesel
770,Hyundai Santro Xing,Hyundai,20070101,135000,46000,Petrol
771,Hyundai Santro,Hyundai,20020101,60000,47000,Petrol
772,Fiat Linea Emotion,Fiat,20090101,120000,64000,Petrol
773,Ford Ikon 1.3,Ford,20080101,95000,46000,Petrol
774,Maruti Suzuki Omni,Maruti,20170101,240000,8000,Petrol
775,Tata Indica V2,Tata,20120101,115000,64000,Diesel
776,Mahindra Scorpio S4,Mahindra,20150101,795000,63000,Diesel
777,Hyundai Santro Xing,Hyundai,20070101,55000,65000,Petrol
778,Mahindra Xylo D2,Mahindra,20090101,300000,62000,Diesel
779,Hyundai Grand i10,Hyundai,20140101,320000,41000,Petrol
780,Maruti Suzuki Alto,Maruti,20150101,265000,14000,Petrol
781,Toyota Corolla,Toyota,20060101,160000,40000,Petrol
782,Hyundai Eon Magna,Hyundai,20170101,300000,1600,Petrol
783,Tata Sumo Grande,Tata,20100101,130000,90000,Diesel
784,Maruti Suzuki Swift,Maruti,20110101,250000,58000,Diesel
785,Volkswagen Polo Highline1.2L,Volkswagen,20130101,380000,27000,Petrol
786,Maruti Suzuki Alto,Maruti,20030101,42000,60000,Petrol
787,Tata Tiago Revotron,Tata,20170101,400000,31000,Petrol
788,Maruti Suzuki Swift,Maruti,20090101,120000,90000,Diesel
789,Maruti Suzuki Swift,Maruti,20090101,120000,90000,Diesel
790,Tata Indigo eCS,Tata,20160101,130000,150000,Diesel
791,Chevrolet Beat LS,Chevrolet,20140101,189000,31000,Diesel
793,Mahindra Xylo E8,Mahindra,20110101,365000,43000,Diesel
794,Hyundai Eon D,Hyundai,20130101,170000,20000,Petrol
804,Tata Sumo Gold,Tata,20130101,215000,100000,Petrol
813,Tata Nano,Tata,20130101,60000,7000,Petrol
814,Hyundai Elite i20,Hyundai,20170101,599999,31000,Petrol
815,Hyundai i10 Magna,Hyundai,20090101,400000,33000,Petrol
816,Hyundai Creta,Hyundai,20160101,900000,60000,Diesel
817,Volkswagen Polo,Volkswagen,20130101,299999,48000,Diesel
818,Maruti Suzuki Dzire,Maruti,20140101,374999,33000,Petrol
819,Tata Bolt XM,Tata,20150101,600000,15000,Petrol
820,Maruti Suzuki Alto,Maruti,20050101,70000,47000,Petrol
821,Maruti Suzuki Alto,Maruti,20050101,100000,40000,Petrol
823,Maruti Suzuki Ritz,Maruti,20100101,150000,38000,Diesel
824,Maruti Suzuki Alto,Maruti,20170101,225000,12500,Petrol
825,Maruti Suzuki Dzire,Maruti,20090101,210000,42000,Petrol
827,Hyundai i20 Asta,Hyundai,20140101,425000,31000,Petrol
828,Maruti Suzuki Swift,Maruti,20080101,162000,60000,Diesel
829,Tata Indica V2,Tata,20050101,60000,80000,Diesel
830,Mahindra Scorpio VLX,Mahindra,20140101,650000,77000,Diesel
831,Toyota Innova 2.5,Toyota,20120101,750000,75000,Diesel
832,Mahindra Xylo E8,Mahindra,20100101,375000,40000,Diesel
833,Hyundai i20 Magna,Hyundai,20110101,230000,47000,Petrol
834,Maruti Suzuki Omni,Maruti,20000101,35999,60000,Petrol
835,Mahindra KUV100,Mahindra,20160101,380000,26500,Petrol
836,Mahindra KUV100 K8,Mahindra,20190101,560000,2875,Petrol
837,Datsun Go Plus,Datsun,20160101,285000,13900,Petrol
838,Ford Endeavor 4x4,Ford,20190101,2900000,9000,Diesel
839,Tata Indica V2,Tata,20050101,39999,80000,Diesel
840,Hyundai Santro Xing,Hyundai,20060101,85000,60000,Petrol
841,Maruti Suzuki Wagon,Maruti,20160101,395000,20000,Petrol
842,Maruti Suzuki Swift,Maruti,20080101,175000,58000,Diesel
843,Maruti Suzuki Alto,Maruti,20190101,400000,1500,Petrol
844,Toyota Innova 2.5,Toyota,20110101,750000,75000,Diesel
846,Maruti Suzuki Alto,Maruti,20160101,250000,2450,Petrol
847,Maruti Suzuki Alto,Maruti,20190101,425000,1625,Petrol
849,Volkswagen Polo Highline1.2L,Volkswagen,20170101,525000,45000,Petrol
850,Mahindra Logan,Mahindra,20090101,130000,65000,Diesel
851,Maruti Suzuki 800,Maruti,20000101,30000,33400,Petrol
852,Mahindra Scorpio,Mahindra,20110101,475000,60123,Diesel
853,Chevrolet Sail 1.2,Chevrolet,20130101,300000,28000,Petrol
855,Hyundai Santro AE,Hyundai,20030101,60000,70000,Petrol
856,Maruti Suzuki Wagon,Maruti,20060101,100000,7000,Petrol
857,Hyundai Eon,Hyundai,20180101,260000,25000,Petrol
858,Tata Manza,Tata,20150101,100000,100000,Diesel
860,Toyota Etios G,Toyota,20130101,265000,42000,Petrol
862,Toyota Qualis,Toyota,20030101,180000,100000,Diesel
863,Hyundai Santro Xing,Hyundai,20040101,45000,137495,Petrol
864,Tata Indica eV2,Tata,20160101,50500,91200,Diesel
865,Honda City 1.5,Honda,20090101,270000,55000,Petrol
866,Tata Zest XE,Tata,20170101,290000,120000,Diesel
867,Mahindra Quanto C4,Mahindra,20130101,325000,63000,Diesel
868,Tata Indigo eCS,Tata,20160101,160000,104000,Diesel
869,Maruti Suzuki Swift,Maruti,20160101,350000,146000,Diesel
870,Hyundai Elite i20,Hyundai,20110101,290000,40000,Petrol
871,Hyundai i20 Select,Hyundai,20110101,290000,40000,Petrol
872,Chevrolet Tavera Neo,Chevrolet,20070101,465000,100800,Diesel
873,Maruti Suzuki Dzire,Maruti,20160101,325000,150000,Diesel
874,Hyundai Elite i20,Hyundai,20180101,510000,2100,Petrol
875,Honda City VX,Honda,20160101,860000,95000,Petrol
876,Maruti Suzuki Dzire,Maruti,20160101,450000,2500,Diesel
877,Hyundai Getz,Hyundai,20060101,125000,80000,Petrol
878,Mercedes Benz C,Mercedes,20060101,500001,15000,Petrol
879,Maruti Suzuki Alto,Maruti,20050101,95000,65000,Petrol
881,Skoda Fabia,Skoda,20090101,110000,45000,Petrol
883,Maruti Suzuki Ritz,Maruti,20110101,270000,50000,Petrol
885,Tata Indica V2,Tata,20090101,110000,30000,Diesel
886,Toyota Corolla Altis,Toyota,20090101,300000,132000,Petrol
888,Tata Zest XM,Tata,20180101,260000,27000,Diesel
889,Mahindra Quanto C8,Mahindra,20130101,390000,40000,Diesel
